@relation SemanalAcumulada_18

@attribute matricula numeric
@attribute semana numeric
@attribute dias numeric
@attribute diasfora numeric
@attribute foruns numeric
@attribute leituras numeric
@attribute participacoes numeric
@attribute assigns numeric
@attribute quizes numeric
@attribute total numeric

@data
91311300,14,41,52,25,9,8,3,6,51
91311300,15,43,56,26,10,8,4,7,55
91311300,16,46,59,27,10,8,4,8,57
91311300,17,48,62,31,10,8,4,9,62
91311300,18,50,65,33,10,8,4,9,64
91311155,1,2,3,0,1,0,0,0,1
91311155,2,4,7,2,2,1,1,0,6
91311155,3,4,9,2,2,1,1,0,6
91311155,4,6,11,3,3,1,1,1,9
91311155,5,9,16,6,4,4,2,1,17
91311155,6,12,23,7,5,5,2,1,20
91311155,7,15,27,9,6,5,2,1,23
91311155,8,19,33,9,7,5,3,1,25
91311155,9,21,36,9,7,5,3,1,25
91311155,10,24,39,9,8,5,3,2,27
91311155,11,26,43,9,9,5,3,2,28
91311155,12,26,44,9,9,5,3,2,28
91311155,13,27,46,9,10,5,3,2,29
91311155,14,29,51,9,11,5,4,2,31
91311155,15,33,57,9,12,5,4,3,33
91311155,16,33,58,9,12,5,4,3,33
91311155,17,36,64,9,12,5,4,3,33
91311155,18,41,69,9,12,5,4,3,33
91311467,1,0,0,0,0,0,0,0,0
91311467,2,1,1,1,1,0,0,0,2
91311467,3,5,7,2,2,1,1,0,6
91311467,4,7,11,2,3,1,1,1,8
91311467,5,10,17,4,4,2,1,1,12
91311467,6,12,20,4,4,2,1,2,13
91311467,7,14,24,4,4,2,1,2,13
91311467,8,17,30,5,5,2,2,2,16
91311467,9,21,36,6,5,2,2,2,17
91311467,10,24,41,7,5,2,2,2,18
91311467,11,27,44,7,5,2,2,3,19
91311467,12,31,48,8,5,3,2,3,21
91311467,13,34,53,8,6,3,2,3,22
91311467,14,35,59,8,6,3,2,3,22
91311467,15,38,64,8,6,3,3,4,24
91311467,16,42,69,8,6,3,3,4,24
91311467,17,45,73,8,6,3,3,4,24
91311467,18,50,78,10,6,3,3,4,26
91311430,1,0,0,0,0,0,0,0,0
91311430,2,1,3,3,1,1,1,0,6
91311430,3,3,6,3,2,1,1,1,8
91311430,4,5,9,4,3,4,1,1,13
91311430,5,6,10,5,4,4,1,2,16
91311430,6,7,11,6,4,5,1,2,18
91311430,7,9,14,7,5,5,2,2,21
91311430,8,12,18,7,5,5,2,2,21
91311430,9,15,21,9,5,5,2,2,23
91311430,10,15,21,9,5,5,2,2,23
91311430,11,15,21,9,5,5,2,2,23
91311430,12,18,24,10,6,6,2,2,26
91311430,13,21,27,10,7,6,3,2,28
91311430,14,22,29,10,7,6,3,2,28
91311430,15,24,31,10,7,6,3,3,29
91311430,16,25,34,10,7,6,3,3,29
91311430,17,26,35,10,7,6,3,3,29
91311430,18,29,38,10,7,6,3,3,29
91211090,1,2,5,1,1,0,0,0,2
91211090,2,5,9,2,2,1,1,0,6
91211090,3,7,12,2,3,1,1,1,8
91211090,4,9,16,3,3,1,1,1,9
91211090,5,9,20,3,3,1,1,1,9
91211090,6,11,23,4,3,2,1,1,11
91211090,7,14,27,4,4,2,2,1,13
91211090,8,15,31,4,4,2,2,1,13
91211090,9,17,36,4,4,2,2,1,13
91211090,10,18,40,4,5,2,2,1,14
91211090,11,21,45,5,6,2,2,2,17
91211090,12,22,50,6,7,2,2,2,19
91211090,13,23,53,6,7,2,2,2,19
91211090,14,25,56,6,8,2,3,2,21
91211090,15,26,60,9,9,2,3,2,25
91211090,16,27,61,9,9,2,3,2,25
91211090,17,28,64,9,9,2,3,2,25
91211090,18,29,66,9,9,2,3,2,25
91311412,1,2,2,1,0,0,0,0,1
91311412,2,5,9,1,0,0,1,0,2
91311412,3,9,16,2,1,0,1,1,5
91311412,4,12,21,3,2,0,1,2,8
91311412,5,13,23,3,2,0,1,3,9
91311412,6,14,26,3,2,0,1,3,9
91311412,7,15,29,3,2,0,1,3,9
91311412,8,18,36,6,3,4,2,3,18
91311412,9,18,40,6,3,4,2,3,18
91311412,10,21,44,9,3,4,2,4,22
91311412,11,25,51,11,4,4,2,5,26
91311412,12,26,57,12,5,5,2,5,29
91311412,13,27,60,12,6,5,2,5,30
91311412,14,27,63,12,6,5,2,5,30
91311412,15,30,68,13,7,5,3,6,34
91311412,16,32,70,13,7,5,3,6,34
91311412,17,37,76,14,7,5,3,7,36
91311412,18,43,83,16,7,5,3,7,38
91311422,1,2,5,4,1,1,0,0,6
91311422,2,8,12,6,2,1,0,0,9
91311422,3,11,17,6,3,1,1,0,11
91311422,4,16,23,9,4,1,1,1,16
91311422,5,19,28,10,5,4,1,2,22
91311422,6,23,33,11,6,5,2,3,27
91311422,7,27,38,14,7,5,2,3,31
91311422,8,31,43,15,8,5,2,3,33
91311422,9,34,46,15,9,5,3,3,35
91311422,10,35,50,16,9,5,3,3,36
91311422,11,36,57,16,10,5,3,4,38
91311422,12,38,59,17,11,6,3,4,41
91311422,13,41,63,19,12,6,3,4,44
91311422,14,42,66,20,13,6,3,4,46
91311422,15,46,73,20,14,6,4,5,49
91311422,16,47,76,20,14,6,4,6,50
91311422,17,50,79,22,14,6,4,6,52
91311422,18,53,83,22,14,6,4,6,52
91311442,1,0,0,0,0,0,0,0,0
91311442,2,2,4,4,1,2,0,0,7
91311442,3,6,9,5,2,5,1,0,13
91311442,4,10,15,9,3,11,2,1,26
91311442,5,14,21,13,4,11,2,2,32
91311442,6,14,25,13,4,11,2,2,32
91311442,7,14,29,13,4,11,2,2,32
91311442,8,17,34,18,5,12,2,2,39
91311442,9,19,37,19,6,12,2,2,41
91311442,10,22,41,21,6,12,2,3,44
91311442,11,23,43,21,7,12,2,4,46
91311442,12,24,46,23,7,12,2,4,48
91311442,13,24,49,23,7,12,2,4,48
91311442,14,25,54,23,8,12,2,4,49
91311442,15,28,60,26,9,12,3,5,55
91311442,16,32,66,27,9,12,3,5,56
91311442,17,33,71,27,9,12,3,5,56
91311442,18,37,76,29,9,12,3,5,58
91311173,1,2,4,2,0,0,0,0,2
91311173,2,4,6,3,0,1,0,0,4
91311173,3,4,10,3,0,1,0,0,4
91311173,4,5,13,8,1,4,2,1,16
91311173,5,7,18,8,1,4,2,2,17
91311173,6,7,22,8,1,4,2,2,17
91311173,7,8,26,8,1,4,2,2,17
91311173,8,11,33,9,2,4,3,2,20
91311173,9,11,38,9,2,4,3,2,20
91311173,10,13,43,11,3,4,3,3,24
91311173,11,15,47,12,3,4,3,4,26
91311173,12,17,52,13,4,5,3,4,29
91311173,13,18,57,13,4,5,3,4,29
91311173,14,24,64,13,5,5,4,4,31
91311173,15,27,70,13,6,5,4,5,33
91311173,16,29,76,13,6,5,4,5,33
91311173,17,32,82,13,6,5,4,5,33
91311173,18,37,89,13,6,7,4,5,35
91211408,1,2,2,2,1,1,0,0,4
91211408,2,5,8,4,2,1,1,0,8
91211408,3,6,11,4,2,1,1,0,8
91211408,4,9,15,4,3,1,1,1,10
91211408,5,12,19,5,4,4,1,1,15
91211408,6,15,23,5,5,4,1,2,17
91211408,7,18,28,7,6,4,1,2,20
91211408,8,20,32,8,7,4,2,2,23
91211408,9,22,37,8,7,4,2,2,23
91211408,10,24,40,8,8,4,2,3,25
91211408,11,25,41,8,8,4,2,3,25
91211408,12,26,44,8,8,4,2,3,25
91211408,13,28,46,8,9,4,2,3,26
91211408,14,30,49,8,10,4,2,3,27
91211408,15,34,55,8,11,4,3,4,30
91211408,16,36,59,8,11,4,3,4,30
91211408,17,39,64,8,11,4,3,4,30
91211408,18,45,70,8,11,4,3,4,30
91311556,1,0,0,0,0,0,0,0,0
91311556,2,0,0,0,0,0,0,0,0
91311556,3,0,0,0,0,0,0,0,0
91311556,4,5,6,5,1,3,0,1,10
91311556,5,7,13,5,2,3,0,2,12
91311556,6,12,20,7,3,3,0,2,15
91311556,7,14,26,8,4,4,0,2,18
91311556,8,18,33,10,5,4,1,2,22
91311556,9,21,38,10,5,4,1,2,22
91311556,10,25,43,10,6,4,1,3,24
91311556,11,29,49,11,7,4,1,4,27
91311556,12,33,55,12,8,5,1,4,30
91311556,13,36,61,12,9,5,1,4,31
91311556,14,40,67,13,10,5,2,4,34
91311556,15,44,73,14,11,5,2,5,37
91311556,16,47,79,14,12,5,2,6,39
91311556,17,50,85,16,12,5,2,7,42
91311556,18,53,89,16,12,5,2,7,42
91311487,1,0,0,0,0,0,0,0,0
91311487,2,3,4,0,0,0,1,0,1
91311487,3,6,7,1,0,0,1,0,2
91311487,4,11,14,2,1,0,1,1,5
91311487,5,15,19,4,2,3,2,1,12
91311487,6,19,25,6,3,4,2,2,17
91311487,7,22,29,7,4,4,2,2,19
91311487,8,24,35,7,5,4,3,2,21
91311487,9,27,38,8,5,4,3,2,22
91311487,10,31,43,8,5,4,3,2,22
91311487,11,33,47,9,6,4,3,3,25
91311487,12,34,51,10,7,5,3,3,28
91311487,13,35,56,10,7,5,3,3,28
91311487,14,36,58,11,7,5,3,3,29
91311487,15,38,62,12,8,5,4,3,32
91311487,16,41,68,14,9,5,4,4,36
91311487,17,46,73,15,9,5,4,4,37
91311487,18,48,76,16,9,5,4,4,38
91311392,1,1,4,0,0,0,0,0,0
91311392,2,3,9,2,0,1,1,0,4
91311392,3,7,16,3,1,1,1,1,7
91311392,4,11,21,4,2,1,1,2,10
91311392,5,15,26,5,3,4,1,3,16
91311392,6,18,33,7,4,4,1,3,19
91311392,7,21,39,9,5,5,1,3,23
91311392,8,22,45,9,5,5,2,3,24
91311392,9,24,49,9,5,5,2,3,24
91311392,10,26,55,9,5,5,2,4,25
91311392,11,29,61,10,6,5,2,5,28
91311392,12,30,65,11,6,6,2,5,30
91311392,13,36,71,13,7,6,2,5,33
91311392,14,39,78,14,8,6,2,5,35
91311392,15,43,84,14,8,6,3,6,37
91311392,16,45,88,15,8,6,3,7,39
91311392,17,46,93,16,8,6,3,7,40
91311392,18,50,98,16,8,6,3,7,40
91311268,1,0,0,0,0,0,0,0,0
91311268,2,1,6,0,0,0,0,0,0
91311268,3,3,12,0,0,0,1,0,1
91311268,4,5,14,1,1,0,1,1,4
91311268,5,9,20,3,2,3,1,1,10
91311268,6,11,24,7,3,3,1,2,16
91311268,7,12,26,8,3,4,1,2,18
91311268,8,16,33,11,4,4,2,2,23
91311268,9,17,37,11,4,4,2,2,23
91311268,10,20,42,11,5,4,2,3,25
91311268,11,24,46,14,6,4,2,4,30
91311268,12,27,49,14,6,4,2,4,30
91311268,13,30,53,15,7,5,2,4,33
91311268,14,33,57,15,8,5,2,4,34
91311268,15,36,61,15,9,5,3,4,36
91311268,16,36,63,15,9,5,3,4,36
91311268,17,41,70,19,9,5,3,5,41
91311268,18,44,75,20,9,5,3,5,42
91311178,1,3,5,2,1,1,0,0,4
91311178,2,7,9,2,2,1,1,0,6
91311178,3,11,14,2,3,1,1,1,8
91311178,4,14,17,3,4,1,1,1,10
91311178,5,18,22,5,5,4,1,2,17
91311178,6,21,26,6,6,4,1,2,19
91311178,7,23,31,7,6,5,1,2,21
91311178,8,27,36,7,7,5,2,2,23
91311178,9,28,38,7,7,5,2,2,23
91311178,10,31,42,7,8,5,2,3,25
91311178,11,33,44,7,8,5,2,4,26
91311178,12,35,47,9,9,6,2,4,30
91311178,13,39,51,10,10,6,3,4,33
91311178,14,41,55,10,10,6,3,4,33
91311178,15,43,59,10,11,6,3,5,35
91311178,16,44,62,10,11,6,3,5,35
91311178,17,48,69,10,11,6,3,5,35
91311178,18,55,76,11,11,6,3,5,36
91311296,1,0,1,0,0,0,0,0,0
91311296,2,4,7,1,0,1,1,0,3
91311296,3,8,14,2,1,1,1,1,6
91311296,4,15,21,3,2,1,1,2,9
91311296,5,18,26,5,3,4,2,3,17
91311296,6,22,32,7,3,4,2,4,20
91311296,7,25,36,8,3,5,2,4,22
91311296,8,31,42,8,4,5,3,4,24
91311296,9,31,48,8,4,5,3,4,24
91311296,10,31,52,8,4,5,3,4,24
91311296,11,34,58,8,4,5,3,5,25
91311296,12,37,63,9,4,6,3,5,27
91311296,13,40,67,10,5,6,3,5,29
91311296,14,42,71,11,5,6,3,5,30
91311296,15,45,77,11,6,6,4,6,33
91311296,16,46,79,11,6,6,4,7,34
91311296,17,48,86,11,6,6,4,8,35
91311296,18,54,93,11,6,6,4,8,35
91311151,1,2,2,4,1,2,0,0,7
91311151,2,5,7,5,2,2,1,0,10
91311151,3,8,10,5,3,2,1,1,12
91311151,4,10,14,6,3,2,1,1,13
91311151,5,11,16,7,3,2,1,1,14
91311151,6,13,18,9,4,3,1,2,19
91311151,7,14,22,10,4,4,1,2,21
91311151,8,16,24,10,5,4,2,2,23
91311151,9,19,28,10,5,4,2,2,23
91311151,10,22,32,10,6,4,2,3,25
91311151,11,26,37,11,6,5,2,3,27
91311151,12,26,40,11,6,5,2,3,27
91311151,13,26,40,11,6,5,2,3,27
91311151,14,29,44,11,7,5,3,3,29
91311151,15,30,46,11,7,5,3,3,29
91311151,16,32,50,11,7,5,3,4,30
91311151,17,37,56,11,7,5,3,4,30
91311151,18,43,62,11,7,5,3,4,30
91311207,1,0,0,0,0,0,0,0,0
91311207,2,1,5,0,1,0,1,0,2
91311207,3,1,9,0,1,0,1,0,2
91311207,4,2,11,1,2,1,1,1,6
91311207,5,6,17,2,3,4,1,2,12
91311207,6,7,20,2,3,4,1,2,12
91311207,7,9,22,3,4,5,1,2,15
91311207,8,11,25,3,4,5,1,2,15
91311207,9,13,27,4,4,5,1,2,16
91311207,10,17,33,6,4,6,1,3,20
91311207,11,18,35,6,5,6,1,4,22
91311207,12,20,38,7,5,7,1,4,24
91311207,13,21,43,8,5,7,1,4,25
91311207,14,24,47,9,6,7,1,4,27
91311207,15,25,50,9,7,7,2,4,29
91311207,16,25,53,9,7,7,2,4,29
91311207,17,27,58,9,7,7,2,4,29
91311207,18,29,61,9,7,7,2,4,29
91311215,1,1,2,1,0,1,0,0,2
91311215,2,5,8,2,0,1,1,0,4
91311215,3,7,11,3,1,1,1,1,7
91311215,4,9,16,4,1,1,1,1,8
91311215,5,10,22,4,1,1,1,2,9
91311215,6,13,26,7,2,1,1,3,14
91311215,7,16,32,8,2,2,1,3,16
91311215,8,16,36,8,2,2,1,3,16
91311215,9,18,40,8,3,2,1,3,17
91311215,10,18,45,8,3,2,1,3,17
91311215,11,21,51,10,4,3,1,4,22
91311215,12,22,54,12,4,3,1,4,24
91311215,13,22,60,12,4,3,1,4,24
91311215,14,26,65,13,5,5,1,4,28
91311215,15,29,72,14,6,5,2,5,32
91311215,16,30,79,14,7,5,2,6,34
91311215,17,33,86,14,7,5,2,7,35
91311215,18,36,90,14,7,5,2,7,35
91311269,1,0,0,0,0,0,0,0,0
91311269,2,3,4,1,1,1,1,0,4
91311269,3,9,10,2,2,1,1,1,7
91311269,4,13,14,3,3,1,1,1,9
91311269,5,17,18,4,4,1,1,1,11
91311269,6,19,20,4,4,1,1,2,12
91311269,7,23,24,5,4,2,1,2,14
91311269,8,25,27,5,5,2,1,2,15
91311269,9,26,28,5,5,2,1,2,15
91311269,10,28,31,5,5,2,1,2,15
91311269,11,31,34,5,6,2,1,3,17
91311269,12,33,37,5,6,2,1,3,17
91311269,13,37,41,6,7,2,1,3,19
91311269,14,40,44,6,8,2,2,3,21
91311269,15,43,48,6,9,2,2,4,23
91311269,16,45,52,6,9,2,2,4,23
91311269,17,48,57,6,9,2,2,4,23
91311269,18,54,63,6,9,2,2,4,23
91311146,1,0,0,0,0,0,0,0,0
91311146,2,4,6,2,1,1,1,0,5
91311146,3,7,9,2,2,1,1,1,7
91311146,4,9,13,3,3,2,2,1,11
91311146,5,12,19,3,4,2,2,2,13
91311146,6,12,24,3,4,2,2,2,13
91311146,7,13,28,3,5,2,2,2,14
91311146,8,17,35,3,5,2,3,2,15
91311146,9,19,40,4,6,2,3,2,17
91311146,10,23,45,4,7,2,3,3,19
91311146,11,24,51,4,7,2,3,3,19
91311146,12,26,55,5,8,3,3,3,22
91311146,13,26,59,5,8,3,3,3,22
91311146,14,32,65,5,9,3,4,3,24
91311146,15,34,71,5,10,3,4,4,26
91311146,16,35,74,5,10,3,4,5,27
91311146,17,37,79,5,10,3,4,5,27
91311146,18,42,85,7,10,4,4,5,30
91311205,1,0,3,0,0,0,0,0,0
91311205,2,1,8,2,1,1,0,0,4
91311205,3,5,13,4,2,2,1,1,10
91311205,4,8,19,4,2,2,1,2,11
91311205,5,9,22,4,3,2,1,3,13
91311205,6,10,25,4,3,2,1,3,13
91311205,7,12,29,5,4,3,1,3,16
91311205,8,15,35,5,5,3,2,3,18
91311205,9,15,40,5,5,3,2,3,18
91311205,10,16,46,5,5,3,2,4,19
91311205,11,19,52,6,6,4,2,5,23
91311205,12,20,55,7,6,4,2,5,24
91311205,13,20,58,7,6,4,2,5,24
91311205,14,22,62,8,7,4,3,5,27
91311205,15,24,68,8,7,4,3,6,28
91311205,16,25,70,8,7,4,3,7,29
91311205,17,26,75,8,7,4,3,7,29
91311205,18,31,80,11,7,4,3,7,32
91311154,1,0,4,0,0,0,0,0,0
91311154,2,4,8,4,1,1,0,0,6
91311154,3,8,15,7,2,1,1,0,11
91311154,4,13,22,8,3,1,1,1,14
91311154,5,16,26,8,4,1,2,1,16
91311154,6,18,31,9,4,4,2,2,21
91311154,7,20,34,10,5,5,2,2,24
91311154,8,24,39,11,6,5,2,2,26
91311154,9,25,40,11,7,5,2,2,27
91311154,10,25,41,11,7,5,2,2,27
91311154,11,26,42,11,7,5,2,2,27
91311154,12,27,44,11,8,5,2,2,28
91311154,13,28,45,12,8,6,2,2,30
91311154,14,30,50,13,9,6,2,2,32
91311154,15,32,54,13,9,6,3,3,34
91311154,16,33,55,13,9,6,3,3,34
91311154,17,34,60,13,9,6,3,3,34
91311154,18,36,62,13,9,6,3,3,34
91311209,1,0,0,0,0,0,0,0,0
91311209,2,2,2,1,0,1,0,0,2
91311209,3,5,8,2,1,1,1,0,5
91311209,4,8,12,2,2,1,1,1,7
91311209,5,9,14,3,3,4,1,1,12
91311209,6,10,18,3,3,4,1,2,13
91311209,7,10,18,3,3,4,1,2,13
91311209,8,11,21,3,3,4,1,2,13
91311209,9,12,22,3,3,4,1,2,13
91311209,10,12,22,3,3,4,1,2,13
91311209,11,13,23,3,3,4,1,3,14
91311209,12,14,24,3,3,4,1,3,14
91311209,13,14,24,3,3,4,1,3,14
91311209,14,16,26,4,3,4,1,3,15
91311209,15,17,27,4,4,4,1,3,16
91311209,16,18,28,4,4,4,1,3,16
91311209,17,21,33,4,4,4,1,4,17
91311209,18,24,36,4,4,4,1,4,17
91311179,1,0,0,0,0,0,0,0,0
91311179,2,1,1,2,1,1,0,0,4
91311179,3,2,4,2,1,1,0,1,5
91311179,4,3,6,2,2,1,0,2,7
91311179,5,4,8,3,3,1,0,2,9
91311179,6,4,10,3,3,1,0,2,9
91311179,7,6,13,4,4,2,0,2,12
91311179,8,9,18,5,5,2,0,2,14
91311179,9,13,22,6,6,3,0,2,17
91311179,10,15,24,8,6,3,0,2,19
91311179,11,18,28,8,7,3,0,3,21
91311179,12,19,31,10,8,3,0,3,24
91311179,13,21,34,11,9,3,0,3,26
91311179,14,22,38,11,9,3,0,3,26
91311179,15,24,42,11,10,3,0,3,27
91311179,16,25,44,11,10,3,0,4,28
91311179,17,29,50,12,10,3,0,5,30
91311179,18,32,54,12,10,3,0,5,30
91311165,1,2,4,4,1,2,0,0,7
91311165,2,5,10,6,1,2,0,0,9
91311165,3,8,16,8,2,2,1,1,14
91311165,4,13,23,10,3,2,1,2,18
91311165,5,17,30,12,4,2,1,3,22
91311165,6,18,33,15,5,4,1,3,28
91311165,7,21,38,16,6,4,1,3,30
91311165,8,24,45,17,7,4,2,3,33
91311165,9,25,51,17,7,4,2,3,33
91311165,10,28,55,17,7,4,2,3,33
91311165,11,31,62,17,8,4,2,4,35
91311165,12,34,69,18,9,5,2,4,38
91311165,13,36,73,19,10,5,2,4,40
91311165,14,41,79,21,11,5,2,4,43
91311165,15,44,84,21,11,5,3,5,45
91311165,16,46,89,21,12,5,3,6,47
91311165,17,50,96,21,12,5,3,6,47
91311165,18,56,103,21,12,5,3,6,47
91211427,1,1,3,1,1,0,0,0,2
91211427,2,4,8,2,2,1,0,0,5
91211427,3,5,9,2,3,1,0,1,7
91211427,4,5,10,2,3,1,0,1,7
91211427,5,6,11,3,4,4,0,1,12
91211427,6,7,12,3,5,4,0,2,14
91211427,7,9,14,3,6,4,1,2,16
91211427,8,12,18,3,6,4,1,2,16
91211427,9,15,21,3,6,4,1,2,16
91211427,10,16,23,3,6,4,1,2,16
91211427,11,17,24,3,6,4,1,2,16
91211427,12,17,24,3,6,4,1,2,16
91211427,13,20,27,4,7,7,1,2,21
91211427,14,23,30,4,7,7,2,2,22
91211427,15,26,33,4,8,7,2,3,24
91211427,16,28,35,4,8,7,2,3,24
91211427,17,30,37,4,8,7,2,3,24
91211427,18,31,38,4,8,7,2,3,24
91311089,1,0,0,0,0,0,0,0,0
91311089,2,2,6,0,1,0,1,0,2
91311089,3,4,9,0,2,0,1,0,3
91311089,4,6,12,1,3,0,1,1,6
91311089,5,6,13,1,3,0,1,1,6
91311089,6,8,17,1,3,0,1,1,6
91311089,7,8,19,1,3,0,1,1,6
91311089,8,10,24,1,4,0,1,1,7
91311089,9,13,27,1,4,0,1,1,7
91311089,10,16,30,1,4,0,1,1,7
91311089,11,19,33,2,5,0,1,2,10
91311089,12,20,35,3,6,0,1,2,12
91311089,13,22,37,3,6,0,1,2,12
91311089,14,22,37,3,6,0,1,2,12
91311089,15,28,44,7,7,0,1,3,18
91311089,16,35,51,7,7,0,1,3,18
91311089,17,42,58,8,8,0,1,4,21
91311089,18,49,65,9,8,0,1,4,22
91311419,1,1,3,0,0,0,0,0,0
91311419,2,3,8,1,1,1,1,0,4
91311419,3,4,11,1,1,1,1,0,4
91311419,4,5,13,2,1,4,1,0,8
91311419,5,7,15,3,2,4,1,1,11
91311419,6,10,18,4,2,4,1,2,13
91311419,7,10,21,4,2,4,1,2,13
91311419,8,11,23,5,3,4,1,2,15
91311419,9,13,25,5,4,4,1,2,16
91311419,10,13,28,5,4,4,1,2,16
91311419,11,15,31,5,4,4,1,3,17
91311419,12,16,34,5,4,4,1,3,17
91311419,13,17,35,5,5,4,1,3,18
91311419,14,17,37,5,5,4,1,3,18
91311419,15,17,41,5,5,4,1,3,18
91311419,16,17,42,5,5,4,1,3,18
91311419,17,18,44,5,5,4,1,3,18
91311419,18,19,45,5,5,4,1,3,18
91311418,1,0,0,0,0,0,0,0,0
91311418,2,3,4,3,0,1,1,0,5
91311418,3,6,7,4,1,1,1,1,8
91311418,4,8,11,5,2,1,1,2,11
91311418,5,9,14,5,3,1,1,3,13
91311418,6,11,17,7,4,1,1,4,17
91311418,7,13,19,8,5,2,1,4,20
91311418,8,15,23,8,6,2,1,4,21
91311418,9,17,26,8,6,2,1,4,21
91311418,10,18,28,8,6,2,1,5,22
91311418,11,20,31,9,7,2,1,6,25
91311418,12,22,33,10,7,2,1,6,26
91311418,13,24,35,11,8,2,1,6,28
91311418,14,27,38,11,9,2,1,6,29
91311418,15,30,42,11,10,2,1,7,31
91311418,16,32,44,11,10,2,1,8,32
91311418,17,34,48,11,10,2,1,9,33
91311418,18,38,53,11,10,2,1,9,33
91311426,1,0,0,0,0,0,0,0,0
91311426,2,1,3,3,1,0,0,0,4
91311426,3,4,7,6,2,1,1,1,11
91311426,4,7,12,10,3,1,1,2,17
91311426,5,10,16,10,4,1,2,3,20
91311426,6,13,19,12,5,4,2,4,27
91311426,7,13,22,12,5,4,2,4,27
91311426,8,15,25,12,6,4,2,4,28
91311426,9,16,27,13,7,4,2,4,30
91311426,10,16,32,13,7,4,2,4,30
91311426,11,18,37,13,8,4,2,5,32
91311426,12,18,41,13,8,4,2,5,32
91311426,13,18,42,13,8,4,2,5,32
91311426,14,19,43,13,9,4,2,5,33
91311426,15,21,49,13,10,4,2,6,35
91311426,16,22,51,13,10,4,2,6,35
91311426,17,22,56,13,10,4,2,6,35
91311426,18,22,57,13,10,4,2,6,35
91311301,1,0,0,0,0,0,0,0,0
91311301,2,1,4,0,0,0,1,0,1
91311301,3,3,6,2,0,0,1,0,3
91311301,4,5,11,3,1,0,1,1,6
91311301,5,8,16,4,2,0,2,2,10
91311301,6,9,21,5,3,0,2,2,12
91311301,7,10,23,5,3,0,2,2,12
91311301,8,12,28,6,4,0,3,2,15
91311301,9,13,29,6,4,0,3,2,15
91311301,10,14,32,6,4,0,3,2,15
91311301,11,16,36,6,5,0,3,3,17
91311301,12,17,40,6,5,0,3,3,17
91311301,13,18,44,6,5,0,3,3,17
91311301,14,18,46,6,5,0,3,3,17
91311301,15,21,51,6,6,0,4,3,19
91311301,16,24,54,6,6,0,4,4,20
91311301,17,25,56,6,6,0,4,4,20
91311301,18,26,61,6,6,0,4,4,20
91311095,1,0,0,0,0,0,0,0,0
91311095,2,0,2,0,0,0,0,0,0
91311095,3,2,5,0,0,0,1,0,1
91311095,4,5,8,0,1,0,1,1,3
91311095,5,7,12,0,2,0,1,2,5
91311095,6,8,15,0,2,0,1,2,5
91311095,7,8,16,0,2,0,1,2,5
91311095,8,9,19,0,2,0,2,2,6
91311095,9,9,19,0,2,0,2,2,6
91311095,10,9,20,0,2,0,2,2,6
91311095,11,10,22,0,2,0,2,3,7
91311095,12,10,25,0,2,0,2,3,7
91311095,13,10,27,0,2,0,2,3,7
91311095,14,11,29,0,3,0,2,3,8
91311095,15,12,30,0,4,0,3,3,10
91311095,16,12,31,0,4,0,3,3,10
91311095,17,12,31,0,4,0,3,3,10
91311095,18,12,32,0,4,0,3,3,10
91311167,1,0,1,0,0,0,0,0,0
91311167,2,1,5,3,0,1,0,0,4
91311167,3,5,10,3,1,1,0,1,6
91311167,4,7,14,7,2,2,0,2,13
91311167,5,10,19,8,3,4,0,3,18
91311167,6,12,23,13,4,6,0,3,26
91311167,7,16,27,14,5,7,0,3,29
91311167,8,23,34,14,5,7,1,3,30
91311167,9,23,37,14,5,7,1,3,30
91311167,10,24,41,14,5,7,1,3,30
91311167,11,25,45,14,5,7,1,4,31
91311167,12,25,47,14,5,7,1,4,31
91311167,13,25,51,14,5,7,1,4,31
91311167,14,27,54,14,5,7,1,4,31
91311167,15,27,60,14,5,7,1,4,31
91311167,16,28,64,14,5,7,1,5,32
91311167,17,32,71,14,5,7,1,6,33
91311167,18,35,74,14,5,7,1,6,33
91311466,1,0,0,0,0,0,0,0,0
91311466,2,0,3,0,0,0,0,0,0
91311466,3,3,10,2,1,0,0,0,3
91311466,4,10,17,4,2,0,0,1,7
91311466,5,14,24,4,3,0,0,1,8
91311466,6,19,31,5,4,0,0,2,11
91311466,7,25,38,8,5,1,0,2,16
91311466,8,30,44,10,6,1,1,2,20
91311466,9,36,50,11,6,1,1,2,21
91311466,10,40,55,11,7,1,1,2,22
91311466,11,44,61,11,7,1,1,3,23
91311466,12,48,68,12,8,2,1,3,26
91311466,13,52,73,13,9,2,1,3,28
91311466,14,56,78,13,10,2,1,3,29
91311466,15,60,85,13,11,2,2,4,32
91311466,16,63,89,13,12,2,2,5,34
91311466,17,68,96,13,12,2,2,5,34
91311466,18,73,102,14,12,2,2,5,35
91311094,1,0,0,0,0,0,0,0,0
91311094,2,0,3,0,0,0,0,0,0
91311094,3,2,7,0,0,0,1,0,1
91311094,4,4,10,1,1,0,1,1,4
91311094,5,6,12,2,2,1,1,2,8
91311094,6,6,14,2,2,1,1,2,8
91311094,7,7,17,2,3,1,1,2,9
91311094,8,9,21,2,4,1,2,2,11
91311094,9,9,22,2,4,1,2,2,11
91311094,10,9,23,2,4,1,2,2,11
91311094,11,11,25,2,4,1,2,3,12
91311094,12,11,27,2,4,1,2,3,12
91311094,13,11,28,2,4,1,2,3,12
