@relation SemanalAcumulada_18

@attribute matricula numeric
@attribute semana numeric
@attribute dias numeric
@attribute diasfora numeric
@attribute foruns numeric
@attribute leituras numeric
@attribute participacoes numeric
@attribute assigns numeric
@attribute quizes numeric
@attribute total numeric

@data
91311094,14,11,31,2,4,1,2,3,12
91311094,15,13,34,2,5,1,3,3,14
91311094,16,13,35,2,5,1,3,3,14
91311094,17,13,35,2,5,1,3,3,14
91311094,18,13,35,2,5,1,3,3,14
90821553,1,2,2,1,0,0,0,0,1
90821553,2,4,4,1,0,0,1,0,2
90821553,3,5,5,1,0,0,1,0,2
90821553,4,6,6,1,0,0,1,0,2
90821553,5,7,7,1,0,0,1,0,2
90821553,6,9,9,1,0,0,1,0,2
90821553,7,11,11,1,0,0,1,0,2
90821553,8,11,11,1,0,0,1,0,2
90821553,9,14,14,1,0,0,1,0,2
90821553,10,15,15,1,0,0,1,0,2
90821553,11,16,16,1,0,0,1,0,2
90821553,12,17,17,1,0,0,1,0,2
90821553,13,19,19,1,0,0,1,0,2
90821553,14,22,22,1,1,0,1,0,3
90821553,15,24,24,2,2,0,1,1,6
90821553,16,25,25,2,2,0,1,1,6
90821553,17,28,28,2,2,0,1,2,7
90821553,18,33,33,2,2,0,1,2,7
91211500,1,4,5,2,1,1,0,0,4
91211500,2,7,10,4,2,1,1,0,8
91211500,3,10,17,5,3,1,1,1,11
91211500,4,13,24,8,4,4,1,1,18
91211500,5,16,30,10,5,4,1,2,22
91211500,6,21,36,12,6,4,1,3,26
91211500,7,23,41,13,6,4,1,3,27
91211500,8,29,48,15,7,4,2,3,31
91211500,9,32,55,16,7,4,2,3,32
91211500,10,37,60,16,7,4,2,4,33
91211500,11,41,66,17,7,5,2,4,35
91211500,12,45,70,18,7,5,2,4,36
91211500,13,47,77,18,7,5,2,4,36
91211500,14,51,81,19,8,5,2,4,38
91211500,15,55,86,20,9,5,2,5,41
91211500,16,57,89,20,9,5,2,5,41
91211500,17,60,96,23,9,5,2,6,45
91211500,18,61,99,26,9,5,2,6,48
91311406,1,0,0,0,0,0,0,0,0
91311406,2,4,5,2,1,1,1,0,5
91311406,3,7,9,2,2,1,1,1,7
91311406,4,9,12,4,3,1,2,1,11
91311406,5,11,14,4,4,1,2,2,13
91311406,6,14,17,5,5,2,2,2,16
91311406,7,16,21,6,5,2,3,2,18
91311406,8,18,24,6,5,2,3,2,18
91311406,9,20,28,6,5,2,3,2,18
91311406,10,21,31,6,5,2,3,2,18
91311406,11,23,34,6,5,2,3,3,19
91311406,12,24,35,7,6,3,3,3,22
91311406,13,26,37,7,6,3,3,3,22
91311406,14,26,37,7,6,3,3,3,22
91311406,15,27,40,7,7,3,3,4,24
91311406,16,28,41,7,7,3,3,4,24
91311406,17,29,43,7,7,3,3,4,24
91311406,18,30,48,7,7,3,3,4,24
91311440,1,0,0,0,0,0,0,0,0
91311440,2,1,2,0,0,0,0,0,0
91311440,3,1,4,0,0,0,0,0,0
91311440,4,2,9,0,1,0,0,1,2
91311440,5,4,13,1,1,0,0,2,4
91311440,6,5,15,2,1,0,0,3,6
91311440,7,5,17,2,1,0,0,3,6
91311440,8,6,19,2,1,0,0,3,6
91311440,9,7,21,2,2,0,0,3,7
91311440,10,7,22,2,2,0,0,3,7
91311440,11,8,26,2,2,0,0,4,8
91311440,12,10,28,2,2,0,0,4,8
91311440,13,12,32,3,3,0,0,4,10
91311440,14,13,37,3,4,0,0,4,11
91311440,15,14,40,3,4,0,0,5,12
91311440,16,15,41,3,4,0,0,5,12
91311440,17,17,46,3,4,0,0,5,12
91311440,18,22,52,3,4,0,0,5,12
91211271,1,2,4,1,1,0,0,0,2
91211271,2,7,9,4,2,1,1,0,8
91211271,3,10,13,4,3,1,1,1,10
91211271,4,15,20,5,4,4,1,2,16
91211271,5,17,23,5,4,4,1,3,17
91211271,6,20,27,6,5,4,1,3,19
91211271,7,24,34,7,6,5,1,3,22
91211271,8,28,40,8,6,5,2,3,24
91211271,9,33,47,9,6,5,2,3,25
91211271,10,38,53,9,6,5,2,4,26
91211271,11,44,59,10,7,5,2,4,28
91211271,12,47,64,11,7,5,2,4,29
91211271,13,51,69,11,7,5,2,4,29
91211271,14,52,70,11,7,5,2,4,29
91211271,15,54,73,11,7,5,2,5,30
91211271,16,58,78,11,8,5,2,6,32
91211271,17,64,84,11,8,5,2,7,33
91211271,18,69,89,11,8,5,2,7,33
91311191,1,0,0,0,0,0,0,0,0
91311191,2,0,2,0,0,0,0,0,0
91311191,3,4,7,0,1,0,1,1,3
91311191,4,5,9,0,1,0,1,2,4
91311191,5,7,12,1,1,2,1,2,7
91311191,6,7,13,1,1,2,1,2,7
91311191,7,8,16,2,1,3,1,2,9
91311191,8,9,17,2,1,3,1,2,9
91311191,9,10,19,3,1,3,1,2,10
91311191,10,13,23,3,2,3,1,3,12
91311191,11,13,24,3,2,3,1,3,12
91311191,12,14,26,4,3,3,1,3,14
91311191,13,14,26,4,3,3,1,3,14
91311191,14,17,30,5,4,3,1,3,16
91311191,15,20,34,6,5,3,2,4,20
91311191,16,21,35,6,5,3,2,5,21
91311191,17,25,41,6,5,3,2,6,22
91311191,18,28,45,6,5,3,2,6,22
91311206,1,0,0,0,0,0,0,0,0
91311206,2,3,5,2,1,1,0,0,4
91311206,3,8,12,3,2,2,1,1,9
91311206,4,9,18,3,3,2,1,2,11
91311206,5,10,22,3,3,2,1,3,12
91311206,6,10,25,3,3,2,1,3,12
91311206,7,10,29,3,3,2,1,3,12
91311206,8,13,34,4,4,2,2,3,15
91311206,9,15,38,4,4,2,2,3,15
91311206,10,17,42,6,4,2,2,4,18
91311206,11,19,45,7,4,2,2,5,20
91311206,12,20,46,8,4,3,2,5,22
91311206,13,20,47,8,4,3,2,5,22
91311206,14,20,47,8,4,3,2,5,22
91311206,15,20,47,8,4,3,2,5,22
91311206,16,20,47,8,4,3,2,5,22
91311206,17,20,47,8,4,3,2,5,22
91311206,18,20,47,8,4,3,2,5,22
91311395,1,3,3,4,1,0,0,0,5
91311395,2,8,8,7,2,2,1,0,12
91311395,3,13,13,10,3,6,2,1,22
91311395,4,18,19,14,4,12,3,1,34
91311395,5,22,25,16,5,12,3,2,38
91311395,6,28,32,18,6,13,3,2,42
91311395,7,31,37,19,7,13,3,2,44
91311395,8,33,42,20,8,13,4,2,47
91311395,9,37,46,22,8,13,4,2,49
91311395,10,39,50,23,9,13,4,3,52
91311395,11,43,55,24,9,13,4,4,54
91311395,12,44,56,25,9,14,4,4,56
91311395,13,45,58,25,9,14,4,4,56
91311395,14,47,60,26,10,14,4,4,58
91311395,15,51,65,27,11,14,5,5,62
91311395,16,51,66,27,11,14,5,5,62
91311395,17,52,67,27,11,14,5,5,62
91311395,18,52,67,27,11,14,5,5,62
91311501,1,0,0,0,0,0,0,0,0
91311501,2,2,2,1,0,0,1,0,2
91311501,3,5,6,2,1,1,1,1,6
91311501,4,5,6,2,1,1,1,1,6
91311501,5,5,6,2,1,1,1,1,6
91311501,6,9,11,4,2,2,1,1,10
91311501,7,11,17,5,2,2,1,1,11
91311501,8,13,23,5,2,2,1,1,11
91311501,9,14,27,5,2,2,1,1,11
91311501,10,15,32,5,2,2,1,1,11
91311501,11,18,37,6,3,2,1,2,14
91311501,12,20,40,7,4,3,1,2,17
91311501,13,21,42,7,4,3,1,2,17
91311501,14,22,45,7,4,3,1,2,17
91311501,15,22,48,7,4,3,1,2,17
91311501,16,23,49,7,4,3,1,3,18
91311501,17,24,50,7,4,3,1,3,18
91311501,18,24,53,7,4,3,1,3,18
91311088,1,1,4,1,0,0,0,0,1
91311088,2,2,7,1,0,0,0,0,1
91311088,3,5,13,1,1,0,1,1,4
91311088,4,7,20,1,2,0,1,2,6
91311088,5,10,26,1,2,0,2,3,8
91311088,6,11,31,1,3,0,2,4,10
91311088,7,12,36,1,3,0,2,4,10
91311088,8,13,42,1,4,0,3,4,12
91311088,9,13,46,1,4,0,3,4,12
91311088,10,13,49,1,4,0,3,4,12
91311088,11,15,55,1,5,0,3,5,14
91311088,12,15,57,1,5,0,3,5,14
91311088,13,16,60,1,5,0,3,5,14
91311088,14,16,61,1,5,0,3,5,14
91311088,15,17,64,1,5,0,3,6,15
91311088,16,20,69,1,6,0,3,7,17
91311088,17,20,72,1,6,0,3,7,17
91311088,18,20,73,1,6,0,3,7,17
91311147,1,0,1,0,0,0,0,0,0
91311147,2,4,5,4,1,1,1,0,7
91311147,3,5,9,5,1,1,1,0,8
91311147,4,9,14,8,2,1,1,1,13
91311147,5,12,18,10,3,4,2,2,21
91311147,6,14,21,12,4,4,2,2,24
91311147,7,16,24,13,5,5,2,2,27
91311147,8,18,29,13,5,5,2,2,27
91311147,9,19,31,13,5,5,2,2,27
91311147,10,19,33,13,5,5,2,2,27
91311147,11,22,37,13,5,5,2,2,27
91311147,12,22,39,13,5,5,2,2,27
91311147,13,22,41,13,5,5,2,2,27
91311147,14,22,44,13,5,5,2,2,27
91311147,15,24,49,14,6,5,2,3,30
91311147,16,28,54,14,7,5,2,4,32
91311147,17,32,59,14,7,5,2,4,32
91311147,18,35,65,14,7,5,2,4,32
91311414,1,0,0,0,0,0,0,0,0
91311414,2,2,6,4,1,1,1,0,7
91311414,3,6,13,4,2,1,1,1,9
91311414,4,9,19,6,2,1,1,1,11
91311414,5,12,25,6,2,1,1,2,12
91311414,6,17,30,10,3,6,1,2,22
91311414,7,20,35,11,4,6,1,2,24
91311414,8,22,38,13,5,6,2,2,28
91311414,9,24,41,14,5,6,2,2,29
91311414,10,25,44,14,5,6,2,3,30
91311414,11,26,48,15,6,6,2,4,33
91311414,12,26,50,15,6,6,2,4,33
91311414,13,27,53,17,6,6,2,4,35
91311414,14,28,55,18,6,6,2,4,36
91311414,15,30,57,18,6,6,2,5,37
91311414,16,31,59,18,6,6,2,5,37
91311414,17,31,61,18,6,6,2,5,37
91311414,18,31,61,18,6,6,2,5,37
91311274,1,0,0,0,0,0,0,0,0
91311274,2,2,3,0,0,0,1,0,1
91311274,3,3,4,0,1,0,1,0,2
91311274,4,3,5,0,1,0,1,0,2
91311274,5,3,5,0,1,0,1,0,2
91311274,6,4,7,0,2,0,1,1,4
91311274,7,4,7,0,2,0,1,1,4
91311274,8,4,9,0,2,0,1,1,4
91311274,9,6,11,1,3,0,1,1,6
91311274,10,7,14,2,4,0,1,2,9
91311274,11,8,15,2,4,0,1,2,9
91311274,12,8,16,2,4,0,1,2,9
91311274,13,8,18,2,4,0,1,2,9
91311274,14,11,22,5,5,0,1,2,13
91311274,15,13,26,8,6,0,2,2,18
91311274,16,16,29,9,7,0,2,3,21
91311274,17,21,34,9,7,0,2,3,21
91311274,18,26,40,11,7,0,2,3,23
91311417,1,0,0,0,0,0,0,0,0
91311417,2,2,4,2,0,1,1,0,4
91311417,3,4,8,2,1,1,1,1,6
91311417,4,6,14,3,1,1,2,1,8
91311417,5,7,17,4,2,4,2,2,14
91311417,6,9,22,5,3,4,2,2,16
91311417,7,9,22,5,3,4,2,2,16
91311417,8,10,24,5,3,4,2,2,16
91311417,9,10,25,5,3,4,2,2,16
91311417,10,10,25,5,3,4,2,2,16
91311417,11,11,28,5,3,4,2,3,17
91311417,12,11,29,5,3,4,2,3,17
91311417,13,12,30,5,3,4,2,3,17
91311417,14,12,31,5,3,4,2,3,17
91311417,15,12,31,5,3,4,2,3,17
91311417,16,12,31,5,3,4,2,3,17
91311417,17,12,31,5,3,4,2,3,17
91311417,18,12,31,5,3,4,2,3,17
90821395,1,2,2,1,1,0,0,0,2
90821395,2,4,4,1,2,0,0,0,3
90821395,3,5,5,1,2,0,0,1,4
90821395,4,7,7,1,3,0,0,1,5
90821395,5,8,8,1,3,0,0,2,6
90821395,6,9,9,1,3,0,0,2,6
90821395,7,10,10,1,3,0,0,2,6
90821395,8,11,11,1,4,0,0,2,7
90821395,9,13,13,1,4,0,0,2,7
90821395,10,16,16,1,4,0,0,2,7
90821395,11,17,17,1,4,0,0,3,8
90821395,12,20,20,1,4,0,0,3,8
90821395,13,22,22,1,4,0,0,3,8
90821395,14,23,23,2,5,0,0,3,10
90821395,15,23,23,2,5,0,0,3,10
90821395,16,23,23,2,5,0,0,3,10
90821395,17,24,24,2,5,0,0,3,10
90821395,18,26,26,2,5,0,0,3,10
91311090,1,0,0,0,0,0,0,0,0
91311090,2,1,3,0,1,0,1,0,2
91311090,3,3,9,3,1,0,1,1,6
91311090,4,6,13,4,2,0,1,2,9
91311090,5,8,15,5,2,3,1,3,14
91311090,6,10,17,6,2,3,1,4,16
91311090,7,11,19,7,2,3,1,4,17
91311090,8,12,22,8,2,3,1,4,18
91311090,9,13,23,8,2,3,1,4,18
91311090,10,15,27,9,2,3,1,5,20
91311090,11,16,29,9,2,3,1,6,21
91311090,12,17,30,10,2,3,1,6,22
91311090,13,18,31,10,2,3,1,6,22
91311090,14,20,34,10,2,3,1,6,22
91311090,15,22,37,10,3,3,2,7,25
91311090,16,22,38,10,3,3,2,7,25
91311090,17,25,43,12,3,3,2,8,28
91311090,18,28,46,14,3,3,2,8,30
91311479,1,0,0,0,0,0,0,0,0
91311479,2,3,3,4,1,0,0,0,5
91311479,3,7,10,8,2,1,1,1,13
91311479,4,12,17,9,3,1,1,2,16
91311479,5,16,23,10,4,4,2,3,23
91311479,6,18,27,10,5,4,2,4,25
91311479,7,21,31,12,6,4,2,4,28
91311479,8,23,36,13,6,4,2,4,29
91311479,9,25,39,13,6,4,2,4,29
91311479,10,27,44,16,6,4,2,5,33
91311479,11,28,49,16,7,4,2,6,35
91311479,12,31,52,18,8,4,2,6,38
91311479,13,32,55,19,8,4,2,6,39
91311479,14,35,60,19,9,4,2,6,40
91311479,15,39,64,19,10,4,2,7,42
91311479,16,40,65,19,10,4,2,7,42
91311479,17,41,71,19,10,4,2,7,42
91311479,18,44,76,19,10,4,2,7,42
91011162,1,3,3,2,1,1,0,0,4
91011162,2,8,8,2,2,1,1,0,6
91011162,3,11,11,2,3,1,1,1,8
91011162,4,13,13,3,4,1,2,1,11
91011162,5,16,16,5,5,5,2,2,19
91011162,6,18,20,6,6,5,2,2,21
91011162,7,19,22,7,7,5,2,2,23
91011162,8,21,25,8,8,5,2,2,25
91011162,9,23,27,8,8,5,2,2,25
91011162,10,25,29,8,8,5,2,2,25
91011162,11,27,31,9,9,5,2,3,28
91011162,12,28,32,10,9,5,2,3,29
91011162,13,30,36,10,9,5,2,3,29
91011162,14,32,38,10,10,5,3,3,31
91011162,15,34,40,10,11,5,3,4,33
91011162,16,36,42,10,11,5,3,4,33
91011162,17,36,42,10,11,5,3,4,33
91011162,18,37,43,11,11,5,3,4,34
91211420,1,1,2,1,1,0,0,0,2
91211420,2,3,4,1,1,0,0,0,2
91211420,3,5,8,1,2,0,1,0,4
91211420,4,6,10,2,3,3,1,0,9
91211420,5,8,14,2,4,3,1,1,11
91211420,6,10,16,3,5,3,1,2,14
91211420,7,11,17,4,5,4,1,2,16
91211420,8,15,22,6,6,4,2,2,20
91211420,9,16,24,6,6,4,2,2,20
91211420,10,17,27,6,7,4,2,2,21
91211420,11,17,28,6,7,4,2,2,21
91211420,12,18,29,7,8,4,2,2,23
91211420,13,18,30,7,8,4,2,2,23
91211420,14,18,30,7,8,4,2,2,23
91211420,15,18,30,7,8,4,2,2,23
91211420,16,18,30,7,8,4,2,2,23
91211420,17,18,30,7,8,4,2,2,23
91211420,18,18,30,7,8,4,2,2,23
91311428,1,0,0,0,0,0,0,0,0
91311428,2,2,2,0,0,0,0,0,0
91311428,3,4,8,0,1,0,1,0,2
91311428,4,7,13,1,2,0,1,1,5
91311428,5,8,17,1,2,0,1,1,5
91311428,6,9,19,1,2,0,1,2,6
91311428,7,9,20,1,2,0,1,2,6
91311428,8,11,24,1,3,0,1,2,7
91311428,9,11,26,1,3,0,1,2,7
91311428,10,11,29,1,3,0,1,2,7
91311428,11,11,32,1,3,0,1,2,7
91311428,12,11,32,1,3,0,1,2,7
91311428,13,11,36,1,3,0,1,2,7
91311428,14,11,38,1,3,0,1,2,7
91311428,15,14,43,2,4,0,1,3,10
91311428,16,15,45,2,4,0,1,4,11
91311428,17,16,48,2,4,0,1,5,12
91311428,18,17,49,2,4,0,1,5,12
91311164,1,0,0,0,0,0,0,0,0
91311164,2,1,4,1,1,0,0,0,2
91311164,3,2,7,2,1,0,0,0,3
91311164,4,2,10,2,1,0,0,0,3
91311164,5,4,13,3,1,0,0,1,5
91311164,6,5,17,3,1,0,0,1,5
91311164,7,5,18,3,1,0,0,1,5
91311164,8,5,19,3,1,0,0,1,5
91311164,9,7,22,3,1,0,0,1,5
91311164,10,7,25,3,1,0,0,1,5
91311164,11,8,30,3,2,0,0,1,6
91311164,12,8,30,3,2,0,0,1,6
91311164,13,8,34,3,2,0,0,1,6
91311164,14,8,38,3,2,0,0,1,6
91311164,15,8,42,3,2,0,0,1,6
91311164,16,11,46,3,3,0,0,1,7
91311164,17,12,49,3,3,0,0,1,7
91311164,18,12,50,3,3,0,0,1,7
91311176,1,0,2,0,0,0,0,0,0
91311176,2,1,7,1,0,0,0,0,1
91311176,3,4,13,1,1,0,0,1,3
91311176,4,5,18,2,1,0,0,1,4
91311176,5,8,22,3,1,0,0,1,5
91311176,6,11,28,3,2,0,0,2,7
91311176,7,12,29,3,3,0,0,2,8
91311176,8,12,32,3,3,0,0,2,8
91311176,9,13,35,3,3,0,0,2,8
91311176,10,13,38,3,3,0,0,2,8
91311176,11,14,43,4,3,0,0,2,9
91311176,12,15,45,4,3,0,0,2,9
91311176,13,16,49,5,3,1,0,2,11
91311176,14,17,51,5,3,1,0,2,11
91311176,15,18,56,5,4,1,0,2,12
91311176,16,19,59,5,4,1,0,3,13
91311176,17,20,62,5,4,1,0,3,13
91311176,18,21,66,5,4,1,0,3,13
91311499,1,0,0,0,0,0,0,0,0
91311499,2,1,1,0,0,0,1,0,1
91311499,3,4,6,1,1,0,1,1,4
91311499,4,7,9,1,2,0,1,2,6
91311499,5,9,12,1,2,0,1,3,7
91311499,6,11,14,1,2,0,1,4,8
91311499,7,11,17,1,2,0,1,4,8
91311499,8,12,18,1,3,0,1,4,9
91311499,9,12,18,1,3,0,1,4,9
91311499,10,12,19,1,3,0,1,4,9
91311499,11,14,22,1,4,0,1,5,11
91311499,12,14,22,1,4,0,1,5,11
91311499,13,14,24,1,4,0,1,5,11
91311499,14,14,26,1,4,0,1,5,11
91311499,15,16,28,1,4,0,1,6,12
91311499,16,17,29,1,4,0,1,6,12
91311499,17,19,35,1,4,0,1,7,13
91311499,18,22,39,1,4,0,1,7,13
91311092,1,1,4,3,1,0,0,0,4
91311092,2,5,11,6,2,2,1,0,11
91311092,3,9,18,6,3,2,1,1,13
91311092,4,11,21,7,4,2,1,1,15
91311092,5,13,25,8,5,6,2,2,23
91311092,6,15,29,8,6,6,2,3,25
91311092,7,16,33,9,7,7,2,3,28
91311092,8,19,39,10,8,7,3,3,31
91311092,9,19,41,10,8,7,3,3,31
91311092,10,20,44,10,8,7,3,3,31
91311092,11,21,48,10,9,7,3,4,33
91311092,12,21,50,10,9,7,3,4,33
91311092,13,21,55,10,9,7,3,4,33
91311092,14,22,57,10,9,7,3,4,33
91311092,15,22,59,10,9,7,3,4,33
91311092,16,22,59,10,9,7,3,4,33
91311092,17,22,59,10,9,7,3,4,33
91311092,18,22,59,10,9,7,3,4,33
91311404,1,0,0,0,0,0,0,0,0
91311404,2,3,6,3,1,0,1,0,5
91311404,3,8,11,5,2,1,1,1,10
91311404,4,10,15,5,2,1,1,1,10
91311404,5,13,19,5,3,1,2,2,13
91311404,6,15,23,5,3,1,2,2,13
91311404,7,17,28,5,4,1,2,2,14
91311404,8,21,34,6,4,1,2,2,15
91311404,9,24,37,9,5,1,2,2,19
91311404,10,25,40,9,5,1,2,3,20
91311404,11,27,45,10,6,1,2,4,23
91311404,12,28,49,11,6,1,2,4,24
91311404,13,29,54,12,6,1,2,4,25
91311404,14,32,58,12,7,1,2,4,26
91311404,15,35,63,12,7,1,2,5,27
91311404,16,36,65,12,7,1,2,6,28
91311404,17,36,70,12,7,1,2,6,28
91311404,18,37,72,12,7,1,2,6,28
91311401,1,0,2,0,0,0,0,0,0
91311401,2,1,5,3,1,0,0,0,4
91311401,3,3,8,4,2,0,1,0,7
91311401,4,4,10,5,3,0,1,0,9
91311401,5,5,12,5,3,0,1,0,9
91311401,6,7,14,5,3,0,1,1,10
91311401,7,8,16,6,3,0,1,1,11
91311401,8,10,19,6,4,0,2,1,13
91311401,9,11,20,6,4,0,2,1,13
91311401,10,11,20,6,4,0,2,1,13
91311401,11,12,22,6,5,0,2,2,15
91311401,12,12,24,6,5,0,2,2,15
91311401,13,12,24,6,5,0,2,2,15
91311401,14,12,24,6,5,0,2,2,15
91311401,15,13,25,7,6,0,2,2,17
91311401,16,15,27,8,6,0,2,2,18
91311401,17,15,27,8,6,0,2,2,18
91311401,18,15,27,8,6,0,2,2,18
91311480,1,0,0,0,0,0,0,0,0
91311480,2,0,1,0,0,0,0,0,0
91311480,3,2,5,1,1,1,1,1,5
91311480,4,5,10,1,2,1,1,2,7
91311480,5,6,13,2,3,1,2,2,10
91311480,6,7,17,2,3,1,2,3,11
91311480,7,7,19,2,3,1,2,3,11
91311480,8,10,23,2,4,1,2,3,12
91311480,9,10,26,2,4,1,2,3,12
91311480,10,11,29,2,4,1,2,4,13
91311480,11,11,30,2,4,1,2,4,13
91311480,12,11,32,2,4,1,2,4,13
91311480,13,11,32,2,4,1,2,4,13
91311480,14,11,32,2,4,1,2,4,13
91311480,15,11,32,2,4,1,2,4,13
91311480,16,11,32,2,4,1,2,4,13
91311480,17,11,32,2,4,1,2,4,13
91311480,18,11,32,2,4,1,2,4,13
91311281,1,1,3,1,0,0,0,0,1
91311281,2,3,8,5,1,2,1,0,9
91311281,3,4,11,5,1,2,1,0,9
91311281,4,6,15,6,2,5,1,1,15
91311281,5,8,17,6,3,5,1,2,17
91311281,6,9,21,6,3,5,1,3,18
91311281,7,10,25,7,4,6,1,3,21
91311281,8,15,32,8,5,6,2,3,24
91311281,9,17,35,8,5,6,2,3,24
91311281,10,18,37,8,5,6,2,3,24
91311281,11,20,40,10,6,6,2,4,28
91311281,12,20,41,10,6,6,2,4,28
91311281,13,21,44,10,6,6,2,4,28
91311281,14,21,44,10,6,6,2,4,28
91311281,15,22,45,10,6,6,2,4,28
91311281,16,22,45,10,6,6,2,4,28
91311281,17,23,47,10,6,6,2,4,28
91311281,18,23,47,10,6,6,2,4,28
91311587,1,0,0,0,0,0,0,0,0
91311587,2,0,0,0,0,0,0,0,0
91311587,3,0,0,0,0,0,0,0,0
91311587,4,2,4,3,1,4,0,0,8
91311587,5,5,10,4,2,4,0,0,10
91311587,6,8,14,5,3,5,0,1,14
91311587,7,10,20,5,4,5,0,1,15
91311587,8,12,25,5,5,5,1,1,17
91311587,9,13,29,5,5,5,1,1,17
91311587,10,15,34,5,5,5,1,2,18
91311587,11,18,37,6,6,6,1,3,22
91311587,12,18,38,6,6,6,1,3,22
91311587,13,19,41,6,6,6,1,3,22
91311587,14,19,43,6,6,6,1,3,22
91311587,15,22,47,6,7,6,1,4,24
91311587,16,23,49,6,7,6,1,4,24
91311587,17,24,50,6,7,6,1,4,24
91311587,18,24,51,6,7,6,1,4,24
91311091,1,0,0,0,0,0,0,0,0
91311091,2,3,5,4,1,2,0,0,7
91311091,3,7,12,8,2,2,1,1,14
91311091,4,11,17,9,3,2,1,2,17
91311091,5,14,24,10,4,5,1,3,23
91311091,6,16,29,14,5,5,1,4,29
91311091,7,19,32,15,6,6,1,4,32
91311091,8,22,37,18,6,6,2,4,36
91311091,9,25,40,18,6,6,2,4,36
91311091,10,28,45,18,7,6,2,5,38
91311091,11,30,48,18,7,6,2,6,39
91311091,12,32,51,19,8,7,2,6,42
91311091,13,34,55,20,9,7,2,6,44
91311091,14,35,59,20,10,7,2,6,45
91311091,15,36,63,20,10,7,2,7,46
91311091,16,40,67,20,11,7,2,8,48
91311091,17,40,73,20,11,7,2,8,48
91311091,18,43,77,20,11,7,2,8,48
91311278,1,0,1,0,0,0,0,0,0
91311278,2,2,4,0,0,0,1,0,1
91311278,3,7,10,0,1,0,1,1,3
91311278,4,12,16,1,2,7,1,1,12
91311278,5,15,20,2,3,7,1,2,15
91311278,6,18,26,3,4,8,1,2,18
91311278,7,20,29,3,5,8,1,2,19
91311278,8,23,34,3,6,8,2,2,21
91311278,9,24,36,3,6,8,2,2,21
91311278,10,24,37,3,6,8,2,2,21
91311278,11,26,39,4,7,9,2,2,24
91311278,12,26,39,4,7,9,2,2,24
91311278,13,27,40,4,7,9,2,2,24
91311278,14,27,40,4,7,9,2,2,24
91311278,15,28,41,4,7,9,2,2,24
91311278,16,28,41,4,7,9,2,2,24
91311278,17,28,41,4,7,9,2,2,24
91311278,18,28,41,4,7,9,2,2,24
91311583,1,0,0,0,0,0,0,0,0
91311583,2,0,0,0,0,0,0,0,0
91311583,3,0,0,0,0,0,0,0,0
91311583,4,3,4,2,1,1,0,1,5
91311583,5,4,7,3,2,1,0,1,7
91311583,6,4,8,3,2,1,0,1,7
91311583,7,5,12,5,2,2,0,1,10
91311583,8,7,16,5,3,2,1,1,12
91311583,9,8,20,7,3,2,1,1,14
91311583,10,10,24,9,4,2,1,1,17
91311583,11,12,29,11,5,2,1,2,21
91311583,12,12,30,11,5,2,1,2,21
91311583,13,13,32,11,5,2,1,2,21
91311583,14,13,34,11,5,2,1,2,21
91311583,15,14,36,11,5,2,1,3,22
91311583,16,15,37,11,5,2,1,3,22
91311583,17,15,38,11,5,2,1,3,22
91311583,18,15,38,11,5,2,1,3,22
91311210,1,0,0,0,0,0,0,0,0
91311210,2,2,3,1,1,0,1,0,3
91311210,3,5,7,1,1,0,1,1,4
91311210,4,6,8,2,1,3,1,1,8
91311210,5,8,10,2,1,3,1,2,9
91311210,6,9,11,3,1,4,1,2,11
91311210,7,10,12,3,2,4,2,2,13
91311210,8,11,14,3,2,4,2,2,13
91311210,9,11,14,3,2,4,2,2,13
91311210,10,11,14,3,2,4,2,2,13
91311210,11,11,14,3,2,4,2,2,13
91311210,12,11,14,3,2,4,2,2,13
91311210,13,11,14,3,2,4,2,2,13
91311210,14,11,14,3,2,4,2,2,13
91311210,15,11,14,3,2,4,2,2,13
91311210,16,11,14,3,2,4,2,2,13
91311210,17,11,14,3,2,4,2,2,13
91311210,18,11,14,3,2,4,2,2,13
91311409,1,1,1,1,1,0,0,0,2
91311409,2,3,3,1,1,0,1,0,3
91311409,3,4,4,2,2,0,1,0,5
91311409,4,6,8,2,3,0,1,1,7
91311409,5,6,13,2,3,0,1,1,7
91311409,6,8,16,3,4,0,1,2,10
91311409,7,10,19,3,4,0,1,2,10
91311409,8,13,24,3,4,0,1,2,10
91311409,9,14,25,3,4,0,1,2,10
91311409,10,16,27,3,4,0,1,2,10
91311409,11,19,31,3,5,0,1,3,12
91311409,12,19,33,3,5,0,1,3,12
91311409,13,20,35,4,5,0,1,3,13
91311409,14,20,37,4,5,0,1,3,13
91311409,15,22,42,4,6,0,1,3,14
91311409,16,22,45,4,6,0,1,3,14
91311409,17,23,51,5,6,0,1,4,16
91311409,18,23,53,5,6,0,1,4,16
91311162,1,1,3,1,0,0,0,0,1
91311162,2,1,5,1,0,0,0,0,1
91311162,3,6,10,4,1,0,0,0,5
91311162,4,9,14,5,2,0,0,1,8
91311162,5,13,19,6,3,0,0,1,10
91311162,6,14,22,6,4,0,0,1,11
91311162,7,15,26,7,5,0,0,1,13
91311162,8,15,27,7,5,0,0,1,13
91311162,9,16,28,7,5,0,0,1,13
91311162,10,16,28,7,5,0,0,1,13
91311162,11,16,29,7,5,0,0,1,13
91311162,12,16,29,7,5,0,0,1,13
91311162,13,16,30,7,5,0,0,1,13
