@relation 'SemanalAcumulada_7-UltimasSemanas_7x1_reprovados-weka.filters.unsupervised.attribute.Remove-R1,10-weka.filters.unsupervised.instance.SubsetByExpression-E(ATT1=11)'

@attribute semana numeric
@attribute dias numeric
@attribute diasfora numeric
@attribute foruns numeric
@attribute leituras numeric
@attribute participacoes numeric
@attribute assigns numeric
@attribute quizes numeric
@attribute evasao {False,True}

@data

11,19,30,4,6,5,1,2,False
11,19,25,11,5,5,2,4,False
11,13,24,9,4,4,2,2,False
11,24,39,10,2,5,1,2,False
11,9,20,2,4,4,1,2,False
11,14,35,3,4,4,1,2,False
11,20,26,7,4,4,0,3,False
11,15,35,8,4,5,2,2,False
11,25,41,3,6,1,1,2,False
11,21,37,5,6,3,1,2,False
11,30,44,5,3,3,1,3,False
11,23,32,8,5,3,2,4,False
11,19,33,7,3,4,1,3,False
11,31,42,5,6,2,1,2,False
11,12,23,9,3,2,1,2,False
11,41,47,9,7,2,1,2,False
11,13,27,6,4,1,0,3,False
11,19,28,5,5,2,1,2,False
11,17,28,9,2,4,2,2,False
11,22,31,5,6,4,1,4,False
11,40,42,15,6,3,1,2,False
11,25,33,4,6,1,1,3,False
11,35,38,7,4,3,2,4,False
11,31,38,11,5,1,2,3,False
11,24,34,9,4,4,2,4,False
11,22,33,11,2,6,1,3,False
11,24,36,6,5,4,2,4,False
11,44,49,5,5,2,1,2,False
11,24,38,7,6,3,1,2,False
11,5,11,3,4,2,0,1,False
11,12,22,3,5,1,1,2,False
11,21,40,9,5,1,1,2,False
11,15,37,8,4,5,1,3,False
11,24,29,11,5,5,2,4,False
11,20,32,6,6,4,2,1,False
11,20,33,5,2,1,1,2,False
11,10,12,5,2,1,1,1,False
11,12,29,2,3,1,1,1,False
11,13,30,8,2,4,1,3,False
11,20,34,7,6,4,2,3,False
11,13,28,12,4,1,0,3,False
11,10,34,4,2,0,1,3,False
11,16,26,4,5,3,1,2,False
11,24,43,6,6,1,1,3,False
11,22,33,7,5,4,2,2,False
11,18,40,6,4,4,1,3,False
11,19,32,13,5,4,1,3,False
11,19,27,4,4,4,1,3,False
11,19,37,5,2,4,2,3,False
11,16,23,5,3,3,1,2,False
11,16,24,5,3,5,0,3,False
11,12,35,6,3,2,0,3,False
11,18,20,2,3,1,0,2,False
11,15,38,1,4,0,1,2,False
11,11,33,2,4,2,1,3,False
