@relation 'SemanalAcumulada_9-UltimasSemanas_9x1_reprovados-weka.filters.unsupervised.attribute.Remove-R1,10-weka.filters.unsupervised.instance.SubsetByExpression-E(ATT1=11)'

@attribute semana numeric
@attribute dias numeric
@attribute diasfora numeric
@attribute foruns numeric
@attribute leituras numeric
@attribute participacoes numeric
@attribute assigns numeric
@attribute quizes numeric
@attribute evasao {False,True}

@data

11,27,40,5,8,9,1,3,False
11,28,35,16,7,6,3,6,False
11,16,29,9,5,4,3,3,False
11,35,53,12,3,5,2,4,False
11,17,29,4,5,4,3,3,False
11,21,49,6,6,4,2,3,False
11,25,33,10,6,5,0,5,False
11,20,45,8,6,5,2,3,False
11,33,52,6,8,4,1,3,False
11,31,49,7,8,8,2,3,False
11,39,55,10,5,10,3,4,False
11,31,42,12,7,4,3,6,False
11,23,44,7,5,4,1,5,False
11,41,55,7,8,6,2,4,False
11,20,32,10,5,5,2,3,False
11,51,61,12,9,5,2,3,False
11,17,38,8,5,1,1,4,False
11,25,38,9,7,4,1,3,False
11,21,38,10,3,5,2,3,False
11,28,41,6,7,4,1,6,False
11,51,54,18,8,8,3,3,False
11,32,43,5,8,4,1,4,False
11,46,50,12,5,4,3,6,False
11,42,51,15,7,4,2,4,False
11,32,44,15,5,5,3,6,False
11,28,43,11,3,6,2,4,False
11,34,49,10,6,5,2,5,False
11,58,63,8,7,5,1,3,False
11,34,51,9,8,5,1,3,False
11,7,17,5,5,2,0,2,False
11,17,29,5,6,1,2,3,False
11,23,44,10,6,2,1,2,False
11,18,46,12,5,5,2,5,False
11,32,38,19,7,7,2,6,False
11,22,36,7,7,4,2,2,False
11,26,43,6,4,2,2,3,False
11,14,18,6,4,4,1,2,False
11,16,36,3,4,1,1,2,False
11,20,42,10,4,4,1,5,False
11,28,45,10,8,4,3,4,False
11,21,39,17,6,10,2,4,False
11,11,41,9,3,3,3,4,False
11,20,33,4,6,3,1,3,False
11,29,49,11,7,4,1,4,False
11,30,43,9,6,4,2,3,False
11,26,52,8,6,4,1,5,False
11,23,40,14,6,4,2,4,False
11,26,35,5,6,4,1,4,False
11,30,51,7,4,4,2,5,False
11,21,30,6,4,3,1,3,False
11,17,30,6,4,6,0,4,False
11,16,43,8,4,2,0,4,False
