@relation 'SemanalAcumulada_7-MediaFinal_2-weka.filters.unsupervised.attribute.Remove-R1,10-weka.filters.unsupervised.instance.SubsetByExpression-E(ATT1=10)'

@attribute semana numeric
@attribute dias numeric
@attribute diasfora numeric
@attribute foruns numeric
@attribute leituras numeric
@attribute participacoes numeric
@attribute assigns numeric
@attribute quizes numeric
@attribute evasao {False,True}

@data

10,21,32,4,6,9,1,1,False
10,19,26,10,6,6,2,4,False
10,11,21,7,4,4,2,2,False
10,25,41,9,2,4,2,3,False
10,11,21,4,5,4,2,3,False
10,15,36,4,4,4,2,2,False
10,17,23,7,4,4,0,3,False
10,14,34,6,4,4,2,2,False
10,27,42,5,6,4,1,2,False
10,23,39,4,6,6,2,2,False
10,32,45,6,4,6,2,2,False
10,23,32,7,5,4,2,4,False
10,16,34,6,4,4,1,3,False
10,31,44,5,6,5,1,3,False
10,14,26,9,4,5,2,2,False
10,39,48,10,7,4,2,2,False
10,12,27,6,5,1,0,3,False
10,22,31,9,5,4,1,2,False
10,17,31,10,1,5,2,1,False
10,22,32,5,6,4,1,4,False
10,39,41,14,6,5,2,2,False
10,26,34,5,6,4,1,3,False
10,35,39,7,3,4,2,4,False
10,29,38,12,5,4,2,2,False
10,25,35,10,3,4,2,4,False
10,22,33,11,1,6,2,3,False
10,25,38,6,4,4,2,3,False
10,46,49,5,5,4,1,2,False
10,29,40,7,6,4,1,2,False
10,5,9,3,4,1,0,1,False
10,11,21,4,5,1,1,2,False
10,22,39,10,5,2,1,2,False
10,14,34,8,4,5,1,3,False
10,24,29,15,5,7,2,4,False
10,20,30,7,6,4,2,2,False
10,19,34,5,3,1,1,2,False
10,12,15,6,3,4,1,1,False
10,11,28,2,2,1,1,0,False
10,12,28,7,2,4,1,3,False
10,24,33,10,6,4,2,3,False
10,16,32,16,4,7,1,3,False
10,9,33,8,3,3,3,3,False
10,18,29,4,6,3,1,3,False
10,25,43,10,6,4,1,3,False
10,25,36,7,5,4,2,2,False
10,19,39,6,4,4,1,3,False
10,17,30,11,5,4,1,3,False
10,20,28,5,5,4,1,2,False
10,23,38,6,3,4,2,3,False
