@relation 'SemanalAcumulada_6-MediaFinal_2-weka.filters.unsupervised.attribute.Remove-R1,10-weka.filters.unsupervised.instance.SubsetByExpression-E(ATT1=10)'

@attribute semana numeric
@attribute dias numeric
@attribute diasfora numeric
@attribute foruns numeric
@attribute leituras numeric
@attribute participacoes numeric
@attribute assigns numeric
@attribute quizes numeric
@attribute evasao {False,True}

@data

10,16,26,3,5,5,1,1,False
10,15,21,8,5,5,2,3,False
10,10,20,7,3,4,2,1,False
10,21,34,9,2,4,1,2,False
10,8,17,2,4,4,1,2,False
10,11,29,3,3,4,1,1,False
10,15,20,6,3,4,0,2,False
10,12,29,6,3,4,2,1,False
10,22,36,3,5,1,1,1,False
10,18,32,3,5,1,1,2,False
10,26,38,4,3,2,1,2,False
10,18,27,6,4,3,2,3,False
10,14,28,6,3,4,1,2,False
10,27,38,4,5,1,1,2,False
10,10,21,8,3,2,1,2,False
10,35,41,8,6,1,1,2,False
10,10,22,5,4,1,0,2,False
10,18,25,5,4,2,1,1,False
10,15,26,9,1,4,2,1,False
10,19,27,4,5,4,1,3,False
10,34,36,13,5,2,1,2,False
10,22,28,4,5,1,1,2,False
10,30,33,5,3,3,2,3,False
10,24,31,10,4,1,2,2,False
10,21,30,8,3,4,2,3,False
10,19,28,11,1,6,1,2,False
10,21,32,5,4,4,2,3,False
10,39,42,4,4,1,1,2,False
10,22,33,6,5,2,1,2,False
10,4,8,2,4,1,0,1,False
10,10,18,3,4,1,1,1,False
10,20,35,9,4,1,1,2,False
10,13,30,8,3,5,1,2,False
10,19,24,10,4,5,2,3,False
10,18,28,6,5,4,2,1,False
10,17,30,5,2,1,1,1,False
10,10,12,5,2,1,1,1,False
10,9,24,1,2,1,1,0,False
10,9,23,6,1,4,1,2,False
10,19,27,7,5,4,2,2,False
10,12,26,12,3,1,0,2,False
10,8,30,3,2,0,1,2,False
10,15,25,4,5,3,1,2,False
10,20,37,5,5,1,1,2,False
10,20,29,6,4,4,2,1,False
10,15,34,5,3,4,1,2,False
10,15,28,10,4,4,1,2,False
10,17,25,4,4,4,1,2,False
10,16,31,5,2,4,2,2,False
10,12,18,4,3,2,1,2,False
10,15,22,5,2,5,0,2,False
10,9,29,4,2,1,0,2,False
10,15,17,2,2,1,0,1,False
10,14,32,1,4,0,1,2,False
10,8,27,1,3,1,1,2,False
10,12,19,3,4,4,1,1,False
10,4,10,1,1,3,0,1,False
10,12,18,6,4,2,0,0,False
10,15,32,7,4,2,1,1,False
