@relation 'SemanalAcumulada_8-MediaFinal_2-weka.filters.unsupervised.attribute.Remove-R1,10-weka.filters.unsupervised.instance.SubsetByExpression-E(ATT1=13)'

@attribute semana numeric
@attribute dias numeric
@attribute diasfora numeric
@attribute foruns numeric
@attribute leituras numeric
@attribute participacoes numeric
@attribute assigns numeric
@attribute quizes numeric
@attribute evasao {False,True}

@data

13,20,33,4,7,2,1,2,False
13,20,29,12,6,3,1,3,False
13,15,25,8,4,2,1,1,False
13,21,41,9,3,2,1,1,False
13,9,23,3,4,2,1,1,False
13,13,38,4,5,2,1,1,False
13,22,28,8,4,2,0,2,False
13,15,37,8,3,2,1,1,False
13,22,42,4,7,2,1,1,False
13,23,42,7,6,3,1,1,False
13,39,52,6,4,3,2,2,False
13,24,37,9,4,2,1,3,False
13,21,39,8,3,5,1,3,False
13,32,43,6,6,2,2,1,False
13,13,26,9,2,2,1,1,False
13,46,52,13,7,2,1,1,False
13,12,30,7,4,2,0,2,False
13,24,33,5,6,2,1,1,False
13,15,31,8,2,4,1,1,False
13,23,34,5,6,2,1,3,False
13,47,48,20,6,4,2,1,False
13,26,37,4,7,2,1,3,False
13,35,40,9,4,2,1,3,False
13,32,42,11,4,2,1,2,False
13,26,37,11,5,2,1,3,False
13,21,34,11,2,4,1,2,False
13,23,38,7,5,2,1,3,False
13,48,56,7,5,2,2,1,False
13,28,43,6,7,2,1,1,False
13,5,12,3,4,2,0,1,False
13,14,23,4,7,2,1,2,False
13,21,45,11,5,2,1,1,False
13,12,44,8,3,6,1,2,False
13,25,32,12,5,3,1,3,False
13,18,30,3,6,1,1,1,False
13,24,36,4,2,1,1,2,False
13,15,17,5,3,2,2,0,False
13,14,33,3,4,1,1,1,False
13,14,37,9,4,5,1,2,False
13,22,35,9,7,2,2,2,False
13,10,28,10,3,1,0,2,False
13,11,39,5,3,1,1,2,False
13,16,27,3,5,0,1,2,False
13,29,48,7,7,2,1,2,False
13,20,37,6,5,2,1,2,False
13,21,45,8,4,2,1,2,False
13,21,33,12,5,2,1,3,False
13,21,29,5,5,2,2,2,False
13,22,41,5,2,2,1,2,False
13,15,24,4,3,3,1,2,False
13,15,26,6,2,3,0,2,False
13,12,38,8,3,2,0,2,False
13,20,23,2,3,1,0,2,False
13,14,40,2,4,1,1,1,False
13,11,36,3,3,2,1,2,False
13,12,19,4,4,5,0,1,False
13,5,10,0,0,0,0,2,False
13,17,26,8,6,2,0,1,False
13,19,43,7,6,3,1,1,False
13,14,16,1,3,3,1,1,False
13,16,24,2,3,0,0,1,False
13,10,20,2,3,0,0,2,False
13,15,21,6,5,1,0,3,False
13,8,26,3,4,3,0,2,False
13,10,28,2,3,0,1,1,False
13,3,15,0,0,0,1,1,False
13,15,32,6,2,3,1,1,False
13,38,49,9,6,2,1,2,False
13,5,16,0,2,0,1,1,False
13,12,12,0,0,0,0,0,False
13,31,47,8,2,1,1,2,False
13,15,23,3,2,2,1,1,False
13,8,19,2,2,0,0,2,False
13,34,46,6,3,1,1,1,False
13,7,14,3,2,1,0,1,False
13,10,25,5,1,1,1,2,False
13,23,33,9,4,2,1,2,False
13,16,36,5,3,2,0,1,False
13,6,34,0,3,0,1,2,False
13,10,23,3,2,1,0,0,False
13,15,28,11,4,5,1,2,False
13,5,13,2,3,0,0,2,False
13,5,13,1,1,0,0,1,False
13,14,14,0,1,0,0,1,False
13,10,16,5,0,0,0,3,False
13,16,32,9,4,0,0,3,False
13,14,20,5,4,0,0,1,False
13,10,16,5,4,1,1,1,False
13,3,19,0,1,0,0,1,False
13,4,21,0,1,0,0,0,False
13,8,27,2,2,1,0,1,False
13,5,12,0,2,0,0,2,False
13,8,30,2,4,1,1,2,False
13,16,35,7,3,0,0,2,False
13,7,12,1,2,0,1,2,False
13,5,19,0,1,0,0,2,False
13,13,27,4,3,1,1,2,False
13,14,31,2,4,2,1,3,False
13,20,31,10,5,2,1,3,False
13,12,20,2,4,2,1,0,False
13,9,25,8,3,1,1,1,False
13,3,4,1,1,1,1,0,False
13,14,22,2,2,0,0,2,False
13,3,11,1,2,0,0,0,False
13,8,25,2,2,0,1,2,False
13,23,34,7,5,5,1,2,False
13,12,36,7,2,4,1,2,False
13,4,7,0,0,0,0,1,False
13,1,6,0,0,0,0,0,True
13,1,15,0,0,0,0,0,True
13,9,22,1,0,0,1,2,True
13,5,8,2,0,1,0,1,True
13,2,4,2,1,1,0,1,True
13,9,14,3,2,1,0,1,True
13,5,5,4,3,2,0,0,True
13,14,21,5,2,0,0,3,True
13,5,37,2,2,0,0,1,True
13,0,1,0,0,0,0,0,True
13,3,10,1,2,0,0,0,True
13,16,25,5,2,0,0,0,True
13,11,18,5,3,0,0,1,True
13,2,2,1,0,0,0,0,True
